accession,name,monoisotopic_mass,formula
HMDB0000530,6-Ketoestriol,302.151809192,C18H22O4
HMDB0000531,3-Hydroxyvaleric acid,118.062994186,C5H10O3
HMDB0000532,Acetylglycine,117.042593095,C4H7NO3
HMDB0000534,Campestanol,402.386166222,C28H50O
HMDB0000535,Caproic acid,116.083729628,C6H12O2
HMDB0000536,Adenylsuccinic acid,463.074042955,C14H18N5O11P
HMDB0000538,Adenosine triphosphate,506.995745159,C10H16N5O13P3
HMDB0000539,Arabinonic acid,166.047738052,C5H10O6
HMDB0000540,"5-Androstene-3b,16a,17a-triol",306.219494826,C19H30O3
HMDB0000541,7b-Hydroxy-3-oxo-5b-cholanoic acid,402.277009704,C25H38O4
HMDB0000542,8-Hydroxyadenine,151.049409807,C5H5N5O
HMDB0000543,Benzenebutanoic acid,164.083729628,C10H12O2
HMDB0000544,5-Hydroxymethyl-4-methyluracil,156.053492132,C6H8N2O3
HMDB0000545,Chenodeoxycholic acid disulfate,552.20628888,C24H40O10S2
HMDB0000546,Epietiocholanolone,290.224580204,C19H30O2
HMDB0000547,Magnesium,23.985041898,Mg
HMDB0000548,TG(10:0/10:0/10:0),554.454639716,C33H62O6
HMDB0000549,gamma-Butyrolactone,86.036779436,C4H6O2
HMDB0000550,5-Androstenetriol,306.219494826,C19H30O3
HMDB0000551,Etiocholanediol,292.240230268,C19H32O2
HMDB0000552,3-Methylglutarylcarnitine,289.152537465,C13H23NO6
HMDB0000553,"3L,7D,11D-Phytanic acid",312.302830524,C20H40O2
HMDB0000554,Dihydroandrosterone,292.240230268,C19H32O2
HMDB0000555,3-Methyladipic acid,160.073558872,C7H12O4
HMDB0000556,"5b-Cholestane-3a,7a,12a,24,25-pentol",452.350174646,C27H48O5
HMDB0000557,L-Alloisoleucine,131.094628665,C6H13NO2
HMDB0000558,"5a-Cholestane-3a,7a,12a,23,25-pentol",452.350174646,C27H48O5
HMDB0000559,3-Methoxy-4-hydroxyphenylethyleneglycol sulfate,264.030373428,C9H12O7S
HMDB0000560,Goshuyic acid,224.177630012,C14H24O2
HMDB0000561,beta-Carotene,536.438201803,C40H56
HMDB0000562,Creatinine,113.058911861,C4H7N3O
HMDB0000563,D-Phenyllactic acid,166.062994186,C9H10O3
HMDB0000564,PC(16:0/16:0),733.562155053,C40H80NO8P
HMDB0000565,Galactonic acid,196.058302738,C6H12O7
HMDB0000567,Cinnamic acid,148.0524295,C9H8O2
HMDB0000568,D-Arabitol,152.068473494,C5H12O5
HMDB0000569,Deoxypyridinoline,412.19579927,C18H28N4O7
HMDB0000570,Coproporphyrin III,654.268964212,C36H38N4O8
HMDB0000572,Desmosine,526.287139688,C24H40N5O8
HMDB0000573,Elaidic acid,282.255880332,C18H34O2
HMDB0000574,L-Cysteine,121.019749163,C3H7NO2S
HMDB0000575,DL-Homocystine,268.05514839,C8H16N2O4S2
HMDB0000576,Monoethyl malonic acid,132.042258744,C5H8O4
HMDB0000577,5beta-Coprostanol,388.370516158,C27H48O
HMDB0000579,Deuteroporphyrin IX,510.226705468,C30H30N4O4
HMDB0000582,"3,5-Diiodothyronine",524.893394749,C15H13I2NO4
HMDB0000583,Docosanamide,339.350115067,C22H45NO
HMDB0000585,Glucosylgalactosyl hydroxylysine,486.206089184,C18H34N2O13
HMDB0000586,Potassium,38.963706861,K
HMDB0000588,Sodium,22.989769675,Na
HMDB0000590,Glutarylglycine,189.063722467,C7H11NO5
HMDB0000592,Glucosamine 6-sulfate,259.036187087,C6H13NO8S
HMDB0000593,PC(18:1(9Z)/18:1(9Z)),785.593455181,C44H84NO8P
HMDB0000594,gamma-Glutamylphenylalanine,294.121571696,C14H18N2O5
HMDB0000595,Hydrogen carbonate,62.00039393,CH2O3
HMDB0000596,Glucosylsphingosine,461.335252863,C24H47NO7
HMDB0000598,Sulfide,31.97207069,S
HMDB0000599,Chromium,51.940511904,Cr
HMDB0000600,Galactosylhydroxylysine,324.153265754,C12H24N2O8
HMDB0000601,Coprocholic acid,450.334524582,C27H46O5
HMDB0000603,cis-4-Decenedioic acid,200.104859,C10H16O4
HMDB0000606,D-2-Hydroxyglutaric acid,148.037173366,C5H8O5
HMDB0000607,Cyanocobalamin,1355.575230332,C63H89CoN14O14P
HMDB0000608,Cobalt,58.933200194,Co
HMDB0000609,DL-Dopa,197.068807845,C9H11NO4
HMDB0000610,"CE(18:2(9Z,12Z))",648.584531687,C45H76O2
HMDB0000611,Coproporphyrin II,654.268964212,C36H38N4O8
HMDB0000613,Erythronic acid,136.037173366,C4H8O5
HMDB0000614,PS(16:0/16:0),735.505034585,C38H74NO10P
HMDB0000617,2-Furoic acid,112.016043994,C5H4O3
HMDB0000618,D-Ribulose 5-phosphate,230.01915384,C5H11O8P
HMDB0000619,Cholic acid,408.28757439,C24H40O5
HMDB0000620,Glutaconic acid,130.02660868,C5H6O4
HMDB0000621,D-Ribulose,150.052823422,C5H10O5
HMDB0000622,Ethylmalonic acid,132.042258744,C5H8O4
HMDB0000623,Dodecanedioic acid,230.151809192,C12H22O4
HMDB0000624,D-Leucic acid,132.07864425,C6H12O3
HMDB0000625,Gluconic acid,196.058302738,C6H12O7
HMDB0000626,Deoxycholic acid,392.292659768,C24H40O4
HMDB0000628,Epitestosterone,288.20893014,C19H28O2
HMDB0000630,Cytosine,111.043261797,C4H5N3O
HMDB0000631,Deoxycholic acid glycine conjugate,449.314123491,C26H43NO5
HMDB0000633,D-Biopterin,237.086189243,C9H11N5O3
HMDB0000634,Citraconic acid,130.02660868,C5H6O4
HMDB0000635,Succinylacetone,158.057908808,C7H10O4
HMDB0000637,Chenodeoxycholic acid glycine conjugate,449.314123491,C26H43NO5
HMDB0000638,Dodecanoic acid,200.177630012,C12H24O2
HMDB0000639,Galactaric acid,210.037567296,C6H10O8
HMDB0000640,Levoglucosan,162.05282343,C6H10O5
HMDB0000641,L-Glutamine,146.069142196,C5H10N2O3
HMDB0000642,Erythronilic acid,118.062994186,C5H10O3
HMDB0000643,Coproporphyrin I,654.268964212,C36H38N4O8
HMDB0000644,Coproporphyrin IV,654.268964212,C36H38N4O8
HMDB0000645,Galactose 1-phosphate,260.029718526,C6H13O9P
HMDB0000646,L-Arabinose,150.05282343,C5H10O5
HMDB0000648,Galactosylsphingosine,461.335252857,C24H47NO7
HMDB0000649,Clionasterol,414.386166222,C29H50O
HMDB0000650,D-alpha-Aminobutyric acid,103.063328537,C4H9NO2
HMDB0000651,Decanoylcarnitine,315.240958547,C17H33NO4
HMDB0000653,Cholesterol sulfate,466.31168065,C27H46O4S
HMDB0000656,Cysteineglutathione disulfide,426.08790508,C13H22N4O8S2
HMDB0000657,Copper,62.929601079,Cu
HMDB0000658,CE(16:1(9Z)),622.568881623,C43H74O2
HMDB0000659,Deoxycholic acid disulfate,552.20628888,C24H40O10S2
HMDB0000660,D-Fructose,180.063388116,C6H12O6
HMDB0000661,Glutaric acid,132.042258744,C5H8O4
HMDB0000662,Fluoride,18.998403205,F
HMDB0000663,Glucaric acid,210.037567296,C6H10O8
HMDB0000664,Isohyodeoxycholic acid,392.292659768,C24H40O4
HMDB0000665,Leucinic acid,132.07864425,C6H12O3
HMDB0000666,Heptanoic acid,130.099379692,C7H14O2
HMDB0000667,L-Thyronine,273.100107973,C15H15NO4
HMDB0000668,Hematoporphyrin IX,598.279134968,C34H38N4O6
HMDB0000669,ortho-Hydroxyphenylacetic acid,152.047344122,C8H8O3
HMDB0000670,Homo-L-arginine,188.127325776,C7H16N4O2
HMDB0000671,Indolelactic acid,205.073893223,C11H11NO3
HMDB0000672,Hexadecanedioic acid,286.214409448,C16H30O4
HMDB0000673,Linoleic acid,280.240230268,C18H32O2
HMDB0000674,PA(16:0/16:0),648.47300618,C35H69O8P
HMDB0000675,Iodine,253.80893684,I2
HMDB0000676,L-Homocystine,268.05514839,C8H16N2O4S2
HMDB0000678,Isovalerylglycine,159.089543287,C7H13NO3
HMDB0000679,Homocitrulline,189.111341361,C7H15N3O3
HMDB0000682,Indoxyl sulfate,213.009578407,C8H7NO4S
HMDB0000683,Harderoporphyrin,608.263484904,C35H36N4O6
HMDB0000684,L-Kynurenine,208.08479226,C10H12N2O3
HMDB0000686,Isoursodeoxycholic acid,392.292659768,C24H40O4
HMDB0000687,L-Leucine,131.094628665,C6H13NO2
HMDB0000688,Isovalerylcarnitine,245.162708229,C12H23NO4
HMDB0000689,Isocaproic acid,116.083729628,C6H12O2
HMDB0000691,Malonic acid,104.010958616,C3H4O4
HMDB0000692,Fe2+,55.934942133,Fe
HMDB0000693,Heparan sulfate,639.008120351,C14H25NO21S3
HMDB0000694,L-2-Hydroxyglutaric acid,148.037173366,C5H8O5
HMDB0000695,Ketoleucine,130.062994186,C6H10O3
HMDB0000696,L-Methionine,149.051049291,C5H11NO2S
HMDB0000697,Isocoproporphyrin,654.268964212,C36H38N4O8
HMDB0000698,Lithocholic acid glycine conjugate,433.319208869,C26H43NO4
HMDB0000699,1-Methylnicotinamide,137.07148792,C7H9N2O
HMDB0000700,Hydroxypropionic acid,90.031694058,C3H6O3
HMDB0000701,Hexanoylglycine,173.105193351,C8H15NO3
HMDB0000703,Mandelic acid,152.047344122,C8H8O3
HMDB0000704,Isoxanthopterin,179.044324429,C6H5N5O2
HMDB0000706,Aspartylphenylalanine,280.105921632,C13H16N2O5
HMDB0000707,4-Hydroxyphenylpyruvic acid,180.042258744,C9H8O4
HMDB0000708,Glycoursodeoxycholic acid,449.314123491,C26H43NO5
HMDB0000709,L-Cysteinylglycine disulfide,297.045311985,C8H15N3O5S2
HMDB0000710,4-Hydroxybutyric acid,104.047344122,C4H8O3
HMDB0000711,Hydroxyoctanoic acid,160.109944378,C8H16O3
HMDB0000712,Hexadecanedioic acid mono-L-carnitine ester,429.309038113,C23H43NO6
HMDB0000713,Isoallolithocholic acid,376.297745146,C24H40O3
HMDB0000714,Hippuric acid,179.058243159,C9H9NO3
HMDB0000715,Kynurenic acid,189.042593095,C10H7NO3
HMDB0000716,L-Pipecolic acid,129.078978601,C6H11NO2
HMDB0000717,Isolithocholic acid,376.297745146,C24H40O3
HMDB0000718,Isovaleric acid,102.068079564,C5H10O2
HMDB0000719,L-Homoserine,119.058243159,C4H9NO3
HMDB0000720,Levulinic acid,116.047344122,C5H8O3
HMDB0000721,Glycylproline,172.08479226,C7H12N2O3
HMDB0000722,Lithocholyltaurine,483.301844727,C26H45NO5S
HMDB0000725,4-Hydroxyproline,131.058243159,C5H9NO3
HMDB0000726,Isovalerylglutamic acid,231.110672659,C10H17NO5
HMDB0000727,L-Threoneopterin,253.081103865,C9H11N5O4
HMDB0000728,Hydroxypropionic porphyrin III,786.238451944,C39H38N4O14
HMDB0000729,alpha-Hydroxyisobutyric acid,104.047344122,C4H8O3
HMDB0000730,Isobutyrylglycine,145.073893223,C6H11NO3
HMDB0000731,Cysteine-S-sulfate,200.976563719,C3H7NO5S2
HMDB0000732,Hydroxykynurenine,224.079706882,C10H12N2O4
HMDB0000733,Hyodeoxycholic acid,392.292659768,C24H40O4
HMDB0000734,Indoleacrylic acid,187.063328534,C11H9NO2
HMDB0000735,Hydroxyphenylacetylglycine,209.068807845,C10H11NO4
HMDB0000736,Isobutyryl-L-carnitine,232.154334613,C11H22NO4
HMDB0000737,Heptacarboxylporphyrin I,786.238451944,C39H38N4O14
HMDB0000738,Indole,117.057849229,C8H7N
HMDB0000739,Isodesmosine,526.287688281,C24H40N5O8
HMDB0000740,Lactulose,342.116211546,C12H22O11
HMDB0000742,Homocysteine,135.035399227,C4H9NO2S
HMDB0000743,Hexacarboxylporphyrin I,742.2486227,C38H38N4O12
HMDB0000745,Homocarnosine,240.122240398,C10H16N4O3
HMDB0000746,Hydroxyisocaproic acid,132.07864425,C6H12O3
HMDB0000747,Isovalerylalanine,173.105193351,C8H15NO3
HMDB0000748,L-3-Phenyllactic acid,166.062994186,C9H10O3
HMDB0000749,Mesaconic acid,130.02660868,C5H6O4
HMDB0000750,3-Hydroxymandelic acid,168.042258744,C8H8O4
HMDB0000751,L-Xylulose,150.052823422,C5H10O5
HMDB0000752,Methylglutaric acid,146.057908808,C6H10O4
HMDB0000753,3-Hexanone,100.088815006,C6H12O
HMDB0000754,3-Hydroxyisovaleric acid,118.062994186,C5H10O3
HMDB0000755,Hydroxyphenyllactic acid,182.057908808,C9H10O4
HMDB0000756,Hexanoylcarnitine,260.186183325,C13H26NO4
HMDB0000757,Glycogen,666.221858406,C24H42O21
HMDB0000759,Glycylleucine,188.116092388,C8H16N2O3
HMDB0000760,Hyocholic acid,408.28757439,C24H40O5
HMDB0000761,Lithocholic acid,376.297745146,C24H40O3
HMDB0000763,5-Hydroxyindoleacetic acid,191.058243159,C10H9NO3
HMDB0000764,Hydrocinnamic acid,150.068079564,C9H10O2
HMDB0000765,Mannitol,182.07903818,C6H14O6
HMDB0000766,N-Acetyl-L-alanine,131.058243159,C5H9NO3
HMDB0000767,Pseudouridine,244.069536126,C9H12N2O6
HMDB0000768,N-Acetyl-9-O-lactoylneuraminic acid,381.127110583,C14H23NO11
HMDB0000770,N-Glycoloylganglioside GM2,743.627518701,C43H85NO8
HMDB0000772,Nonadecanoic acid,298.28718046,C19H38O2
HMDB0000773,N-Acetyl-a-neuraminic acid,309.105981211,C11H19NO9
HMDB0000774,Pregnenolone sulfate,396.197044824,C21H32O5S
HMDB0000779,Phenyllactic acid,166.062994186,C9H10O3
HMDB0000780,Porphinehexacarboxylic acid,742.2486227,C38H38N4O12
HMDB0000781,N-Acetylgalactosamine 4-sulphate,301.046751773,C8H15NO9S
HMDB0000782,Octadecanedioic acid,314.245709576,C18H34O4
HMDB0000783,Propionylglycine,131.058243159,C5H9NO3
HMDB0000784,Azelaic acid,188.104859,C9H16O4
HMDB0000785,N-Acetyl-7-O-acetylneuraminic acid,351.116545897,C13H21NO10
HMDB0000786,Oxypurinol,152.033425392,C5H4N4O2
HMDB0000788,Orotidine,288.05936537,C10H12N2O8
HMDB0000789,Pentacarboxylporphyrin I,698.258793456,C37H38N4O10
HMDB0000791,Octanoylcarnitine,288.217483453,C15H30NO4
HMDB0000792,Sebacic acid,202.120509064,C10H18O4
HMDB0000793,Monoiodothyronine,398.996751361,C15H14INO4
HMDB0000794,N-Acetyl-9-O-acetylneuraminic acid,351.116545897,C13H21NO10
HMDB0000795,Pristanic acid,298.287180464,C19H38O2
HMDB0000796,N-Acetyl-4-O-acetylneuraminic acid,351.116545897,C13H21NO10
HMDB0000797,SAICAR,454.073708604,C13H19N4O12P
HMDB0000798,Oenanthic ether,158.13067982,C9H18O2
HMDB0000801,Phytanic acid,312.302830524,C20H40O2
HMDB0000802,Pterin,163.049409807,C6H5N5O
HMDB0000803,beta-N-Acetylglucosamine,221.089937217,C8H15NO6
HMDB0000806,Myristic acid,228.20893014,C14H28O2
HMDB0000807,3-Phosphoglyceric acid,185.99293909,C3H7O7P
HMDB0000808,N-Butyrylglycine,145.073893223,C6H11NO3
HMDB0000809,N-Glycoloylganglioside GM1,1585.944340123,C77H139N3O30
HMDB0000810,Dimethylprotoporphyrin IX dimethyl ester,590.289305724,C36H38N4O4
HMDB0000811,Murocholic acid,392.292659768,C24H40O4
HMDB0000812,N-Acetyl-L-aspartic acid,175.048072403,C6H9NO5
HMDB0000814,N-Acetylglucosamine 6-sulfate,301.046751773,C8H15NO9S
HMDB0000815,Pseudouroporphyrin,786.238451944,C39H38N4O14
HMDB0000816,Phosphoglycolic acid,155.982374404,C2H5O6P
HMDB0000817,Orinapterin,237.086189243,C9H11N5O3
HMDB0000819,Normetanephrine,183.089543287,C9H13NO3
HMDB0000820,Propyl alcohol,60.057514878,C3H8O
HMDB0000821,Phenylacetylglycine,193.073893223,C10H11NO3
HMDB0000822,p-Hydroxymandelic acid,168.042258744,C8H8O4
HMDB0000824,Propionylcarnitine,218.138684548,C10H20NO4
HMDB0000825,3'-Sialyllactose,633.211628071,C23H39NO19
HMDB0000826,Pentadecanoic acid,242.224580204,C15H30O2
HMDB0000827,Stearic acid,284.271530396,C18H36O2
HMDB0000828,Ureidosuccinic acid,176.043321376,C5H8N2O5
HMDB0000830,Neuraminic acid,267.095416525,C9H17NO8
HMDB0000832,Capryloylglycine,201.136493479,C10H19NO3
HMDB0000833,N-Glycolylneuraminic acid,325.100895833,C11H19NO10
HMDB0000839,Pentaporphyrin I,310.121846468,C20H14N4
HMDB0000840,Salicyluric acid,195.053157781,C9H9NO4
HMDB0000841,N-Acetylgalactosamine 6-sulfate,301.046751773,C8H15NO9S
HMDB0000842,Quinaldic acid,173.047678473,C10H7NO2
HMDB0000843,"N-Acetylgalactosamine 4,6-disulfate",381.003566329,C8H15NO12S2
HMDB0000845,Neopterin,253.081103865,C9H11N5O4
HMDB0000847,Pelargonic acid,158.13067982,C9H18O2
HMDB0000848,Stearoylcarnitine,428.373435514,C25H50NO4
HMDB0000849,Rhamnose,164.068473494,C6H12O5
HMDB0000851,Pyridinoline,428.190713892,C18H28N4O8
HMDB0000852,beta-Sitosterol,414.38616623,C29H50O
HMDB0000853,N-Acetyl-b-D-galactosamine,221.089937217,C8H15NO6
HMDB0000854,Formiminoglutamic acid,174.064056818,C6H10N2O4
HMDB0000855,Nicotinamide riboside,255.0980966,C11H15N2O5
HMDB0000856,N-alpha-Acetyl-L-citrulline,217.106255983,C8H15N3O4
HMDB0000857,Pimelic acid,160.073558872,C7H12O4
HMDB0000858,Monomethyl glutaric acid,146.057908808,C6H10O4
HMDB0000859,Methyl hippurate,193.073893223,C10H11NO3
HMDB0000860,Phenylpropionylglycine,207.089543287,C11H13NO3
HMDB0000863,Isopropyl alcohol,60.057514878,C3H8O
HMDB0000865,Muricholic acid,408.28757439,C24H40O5
HMDB0000866,N-Acetyl-L-tyrosine,223.084457909,C11H13NO4
HMDB0000867,Ribonic acid,166.047738052,C5H10O6
HMDB0000868,Xylulose 5-phosphate,230.01915384,C5H11O8P
HMDB0000869,Uroporphyrin II,942.3534817,C48H54N4O16
HMDB0000870,Histamine,111.079647303,C5H9N3
HMDB0000871,5alpha-Cholestanone,386.354866094,C27H46O
HMDB0000872,Tetradecanedioic acid,258.18310932,C14H26O4
HMDB0000873,4-Methylcatechol,124.0524295,C7H8O2
HMDB0000874,Tauroursodeoxycholic acid,499.296758867,C26H45NO6S
HMDB0000875,Trigonelline,137.047678473,C7H7NO2
HMDB0000876,Vitamin D3,384.33921603,C27H44O
HMDB0000877,Umanopterin,253.081103865,C9H11N5O4
HMDB0000878,Ergosterol,396.339216037,C28H44O
HMDB0000879,Tetrahydrodeoxycorticosterone,334.250794954,C21H34O3
HMDB0000881,Xanthurenic acid,205.037507717,C10H7NO4
HMDB0000883,L-Valine,117.078978601,C5H11NO2
HMDB0000884,Ribothymidine,258.08518619,C10H14N2O6
HMDB0000885,CE(16:0),624.584531676,C43H76O2
HMDB0000887,Hemin,651.146150372,C34H32ClFeN4O4
HMDB0000888,Undecanedioic acid,216.136159128,C11H20O4
HMDB0000889,Tauroursocholic acid,515.291673489,C26H45NO7S
HMDB0000890,Uroporphyrin IV,830.228281188,C40H38N4O16
HMDB0000892,Valeric acid,102.068079564,C5H10O2
HMDB0000893,Suberic acid,174.089208936,C8H14O4
HMDB0000894,Vinylacetylglycine,143.058243159,C6H9NO3
HMDB0000895,Acetylcholine,146.118103761,C7H16NO2
HMDB0000896,Taurodeoxycholic acid,499.296758867,C26H45NO6S
HMDB0000897,7-Methylguanine,165.065059871,C6H7N5O
HMDB0000898,1-Methylhistamine,125.095297367,C6H11N3
HMDB0000899,Androstanedione,288.20893014,C19H28O2
HMDB0000900,Ergocalciferol,396.33921603,C28H44O
HMDB0000901,Valproic acid glucuronide,320.147117744,C14H24O8
HMDB0000902,NAD,663.109121631,C21H27N7O14P2
HMDB0000903,Tetrahydrocortisone,364.224974134,C21H32O5
HMDB0000904,Citrulline,175.095691297,C6H13N3O3
HMDB0000905,Deoxyadenosine monophosphate,331.068169717,C10H14N5O6P
HMDB0000906,Trimethylamine,59.073499293,C3H9N
HMDB0000907,Sulfolithocholic acid,456.254559702,C24H40O6S
HMDB0000908,5alpha-Cholestanol,388.370516158,C27H48O
HMDB0000909,trans-4-Hydroxycyclohexylacetic acid,158.094294314,C8H14O3
HMDB0000910,Tridecanoic acid,214.193280076,C13H26O2
HMDB0000912,Succinyladenosine,383.107712545,C14H17N5O8
HMDB0000913,Vanillactic acid,212.068473494,C10H12O5
HMDB0000916,Uroporphyrin III,830.228281188,C40H38N4O16
HMDB0000917,Ursocholic acid,408.28757439,C24H40O5
HMDB0000918,CE(18:1(9Z)),650.600181752,C45H78O2
HMDB0000920,11a-Hydroxyprogesterone,330.219494826,C21H30O3
HMDB0000921,Cholestenone,384.33921603,C27H44O
HMDB0000922,Taurallocholic acid,515.291673967,C26H45NO7S
HMDB0000925,Trimethylamine N-oxide,75.068413915,C3H9NO
HMDB0000926,Pyridine,79.042199165,C5H5N
HMDB0000927,Valerylglycine,159.089543287,C7H13NO3
HMDB0000929,L-Tryptophan,204.089877638,C11H12N2O2
HMDB0000930,trans-Cinnamic acid,148.0524295,C9H8O2
HMDB0000932,Tauro-b-muricholic acid,515.291673489,C26H45NO7S
HMDB0000933,Traumatic acid,228.136159128,C12H20O4
HMDB0000934,Uridine diphosphate acetylgalactosamine 4-sulfate,687.038384033,C17H27N3O20P2S
HMDB0000935,Uridine diphosphate glucuronic acid,580.034284934,C15H22N2O18P2
HMDB0000936,Uroporphyrin I,830.228281188,C40H38N4O16
HMDB0000937,Stigmasterol,412.370516166,C29H48O
HMDB0000939,S-Adenosylhomocysteine,384.12158847,C14H20N6O5S
HMDB0000940,Threonolactone,118.02660868,C4H6O4
HMDB0000941,Cholest-5-ene,370.359951472,C27H46
HMDB0000942,Tetrahydroneopterin,257.112403993,C9H15N5O4
HMDB0000943,Threonic acid,136.037173366,C4H8O5
HMDB0000944,Behenic acid,340.334130652,C22H44O2
HMDB0000946,Ursodeoxycholic acid,392.292659768,C24H40O4
HMDB0000947,Undecanoic acid,186.161979948,C11H22O2
HMDB0000949,Tetrahydrocortisol,366.240624198,C21H34O5
HMDB0000950,Cer(d18:1/23:0),635.621645463,C41H81NO3
HMDB0000951,Taurochenodesoxycholic acid,499.296758867,C26H45NO6S
HMDB0000953,Suberylglycine,231.110672659,C10H17NO5
HMDB0000954,Ferulic acid,194.057908808,C10H10O4
HMDB0000955,Isoferulic acid,194.057908808,C10H10O4
HMDB0000956,Tartaric acid,150.016437924,C4H6O6
HMDB0000957,Pyrocatechol,110.036779436,C6H6O2
HMDB0000958,trans-Aconitic acid,174.016437924,C6H6O6
HMDB0000959,Tiglylglycine,157.073893223,C7H11NO3
HMDB0000960,dGDP,427.029414749,C10H15N5O10P2
HMDB0000961,Farnesyl pyrophosphate,382.131027238,C15H28O7P2
HMDB0000962,Lipoamide,205.059505487,C8H15NOS2
HMDB0000963,5-Methylthioribose 1-phosphate,260.011959972,C6H13O7PS
HMDB0000965,Hypotaurine,109.019749163,C2H7NO2S
HMDB0000968,"D-myo-Inositol 1,4-bisphosphate",339.996048936,C6H14O12P2
HMDB0000969,"1,25-Dihydroxyvitamin D3-26,23-lactone",444.28757439,C27H40O5
HMDB0000972,10-Formyltetrahydrofolate,473.165896125,C20H23N7O7
HMDB0000975,Trehalose,342.116211546,C12H22O11
HMDB0000977,3-Hexaprenyl-4-hydroxy-5-methoxybenzoic acid,576.41786028,C38H56O4
HMDB0000978,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",207.053157781,C10H9NO4
HMDB0000980,Dihydroneopterin triphosphate,494.995745159,C9H16N5O13P3
HMDB0000981,"4a-Methyl-5a-cholesta-8,24-dien-3-one",396.33921603,C28H44O
HMDB0000982,5-Methylcytidine,257.101170605,C10H15N3O5
HMDB0000985,Dihydrolipoamide,207.075155551,C8H17NOS2
HMDB0000988,S-Adenosylmethioninamine,355.155234322,C14H23N6O3S
HMDB0000990,Acetaldehyde,44.02621475,C2H4O
HMDB0000991,DL-2-Aminooctanoic acid,159.125928793,C8H17NO2
HMDB0000992,3-Succinoylpyridine,179.058243159,C9H9NO3
HMDB0000994,Dolichyl phosphate D-mannose,260.029718526,C6H13O9P
HMDB0000995,16-Dehydroprogesterone,312.20893014,C21H28O2
HMDB0000996,3-Sulfinoalanine,153.009578407,C3H7NO4S
HMDB0000998,dCTP,466.989597149,C9H16N3O13P3
HMDB0000999,Phosphoribosylformylglycinamidine,313.067501485,C8H16N3O8P
HMDB0001000,dUDP,388.007282324,C9H14N2O11P2
HMDB0001003,Adenosine phosphosulfate,427.019898895,C10H14N5O10PS
HMDB0001004,Oxoamide,192.089877638,C10H12N2O2
HMDB0001005,(S)-Ureidoglycolic acid,134.03275669,C3H6N2O4
HMDB0001007,3-Pyridinebutanoic acid,165.078978601,C9H11NO2
HMDB0001008,Biliverdin,582.247834831,C33H34N4O6
HMDB0001009,N-Methylnicotinium,177.139173554,C11H17N2
HMDB0001010,Nicotine imine,161.107873426,C10H13N2
HMDB0001011,Methacrylyl-CoA,835.141423115,C25H40N7O17P3S
HMDB0001013,Cotinine glucuronide,352.127051004,C16H20N2O7
HMDB0001014,4-Imidazolone-5-propionic acid,156.053492132,C6H8N2O3
HMDB0001015,N-Formyl-L-methionine,177.045963913,C6H11NO3S
HMDB0001016,D-4'-Phosphopantothenate,299.077003069,C9H18NO8P
HMDB0001018,UDP-D-Xylose,536.04445569,C14H22N2O16P2
HMDB0001020,"N,N-Dimethylaniline",121.089149357,C8H11N
HMDB0001021,Malyl-CoA,883.126166981,C25H40N7O20P3S
HMDB0001022,Succinyl-CoA,867.131252359,C25H40N7O19P3S
HMDB0001023,"4,4-Dimethylcholesta-8,14,24-trienol",410.354866094,C29H46O
HMDB0001024,Phosphohydroxypyruvic acid,183.977289026,C3H5O7P
HMDB0001028,25-Azacholesterol,387.350115067,C26H45NO
HMDB0001030,3'-Ketolactose,340.100561482,C12H20O11
HMDB0001031,Deoxyribose 5-phosphate,214.024239218,C5H11O7P
HMDB0001032,Dehydroepiandrosterone sulfate,368.165744696,C19H28O5S
HMDB0001035,Angiotensin II,1045.534514801,C50H71N13O12
HMDB0001036,Angiotensin III,930.50757177,C46H66N12O9
HMDB0001038,Angiotensin IV,774.406460744,C40H54N8O8
HMDB0001039,Hydroxide,17.002739654,HO
HMDB0001041,2-Methylbutyryl-CoA,851.172723243,C26H44N7O17P3S
HMDB0001043,Arachidonic acid,304.240230268,C20H32O2
HMDB0001044,2'-Deoxyguanosine 5'-monophosphate,347.063084339,C10H14N5O7P
HMDB0001045,Enkephalin L,555.269298563,C28H37N5O7
HMDB0001046,Cotinine,176.094963016,C10H12N2O
HMDB0001047,"D-Fructose 2,6-bisphosphate",339.996048936,C6H14O12P2
HMDB0001049,gamma-Glutamylcysteine,250.062342258,C8H14N2O5S
HMDB0001050,Hypochlorite,51.971592361,ClHO
HMDB0001051,Glyceraldehyde,90.031694058,C3H6O3
